"","yr1status","YrFireName","Species","DBH_cm","Genus_species","CVS_percent","BCHM_m","BTL"
"6114",0,"2006 - Shake Table","ABCO",99.06,"Abies_concolor",50,7.01,0
"6115",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",0,1.22,0
"6116",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",90,4.57,0
"6117",0,"2003 - B and B","ABCO",58.674,"Abies_concolor",45,4.88,1
"6118",0,"2006 - Shake Table","ABCO",33.02,"Abies_concolor",80,2.74,0
"6119",0,"2002 - Biscuit","ABCO",27.94,"Abies_concolor",75,4.88,0
"6120",0,"2002 - Biscuit","ABCO",50.8,"Abies_concolor",0,3.66,0
"6121",0,"2003 - B and B","ABCO",48.26,"Abies_concolor",60,3.05,1
"6122",0,"2003 - Davis Lake","ABCO",37.338,"Abies_concolor",65,3.05,0
"6123",0,"2006 - Shake Table","ABCO",83.82,"Abies_concolor",70,4.57,1
"6124",1,"2002 - Biscuit","ABCO",33.02,"Abies_concolor",29,3.66,1
"6125",0,"2002 - Biscuit","ABCO",30.48,"Abies_concolor",14,4.57,0
"6126",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",5,6.71,0
"6127",0,"2003 - Davis Lake","ABCO",49.53,"Abies_concolor",50,5.18,0
"6128",0,"2006 - Shake Table","ABCO",53.34,"Abies_concolor",15,4.88,1
"6129",0,"2003 - Davis Lake","ABCO",65.532,"Abies_concolor",95,6.71,1
"6130",0,"2003 - B and B","ABCO",29.21,"Abies_concolor",80,0.15,0
"6131",0,"2002 - Biscuit","ABCO",17.78,"Abies_concolor",67,3.66,0
"6132",0,"2003 - Davis Lake","ABCO",35.814,"Abies_concolor",65,4.27,0
"6133",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",0,0.3,0
"6134",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",50,5.49,1
"6135",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,0.3,0
"6136",0,"2006 - Shake Table","ABCO",99.06,"Abies_concolor",5,7.62,1
"6137",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,1.83,0
"6138",0,"2002 - Apple","ABCO",38.1,"Abies_concolor",54,10.36,1
"6139",0,"2003 - B and B","ABCO",35.306,"Abies_concolor",10,3.05,0
"6140",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",85,8.53,0
"6141",1,"2002 - Apple","ABCO",35.56,"Abies_concolor",62,6.1,1
"6142",0,"2006 - Shake Table","ABCO",91.44,"Abies_concolor",70,11.58,1
"6143",0,"2002 - Biscuit","ABCO",48.26,"Abies_concolor",55,3.66,1
"6144",0,"2003 - B and B","ABCO",65.278,"Abies_concolor",10,0,0
"6145",0,"2003 - B and B","ABCO",44.196,"Abies_concolor",25,4.57,0
"6146",0,"2006 - Shake Table","ABCO",60.96,"Abies_concolor",0,1.22,1
"6147",0,"2002 - Biscuit","ABCO",38.1,"Abies_concolor",29,7.92,1
"6148",0,"2006 - Shake Table","ABCO",76.2,"Abies_concolor",50,9.14,1
"6149",0,"2003 - B and B","ABCO",98.806,"Abies_concolor",45,6.71,0
"6150",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",0,1.83,1
"6151",0,"2006 - Shake Table","ABCO",48.26,"Abies_concolor",10,0.61,0
"6152",0,"2003 - B and B","ABCO",56.642,"Abies_concolor",1,3.05,1
"6153",0,"2006 - Shake Table","ABCO",81.28,"Abies_concolor",20,8.84,1
"6154",0,"2006 - Shake Table","ABCO",101.6,"Abies_concolor",10,5.49,1
"6155",0,"2003 - Davis Lake","ABCO",39.116,"Abies_concolor",75,9.14,0
"6156",1,"2003 - B and B","ABCO",26.67,"Abies_concolor",100,4.57,0
"6157",0,"2006 - Shake Table","ABCO",55.88,"Abies_concolor",50,13.11,0
"6158",0,"2006 - Shake Table","ABCO",73.66,"Abies_concolor",50,6.71,1
"6159",0,"2006 - Shake Table","ABCO",50.8,"Abies_concolor",0,0.91,0
"6160",0,"2003 - B and B","ABCO",103.124,"Abies_concolor",0,0.61,0
"6161",0,"2003 - Davis Lake","ABCO",51.054,"Abies_concolor",20,2.74,0
"6162",0,"2003 - B and B","ABCO",53.086,"Abies_concolor",55,4.27,1
"6163",0,"2003 - B and B","ABCO",52.07,"Abies_concolor",40,7.01,1
"6164",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",50,4.57,0
"6165",0,"2003 - B and B","ABCO",51.308,"Abies_concolor",80,7.62,1
"6166",0,"2003 - B and B","ABCO",36.068,"Abies_concolor",50,3.05,0
"6167",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,2.13,0
"6168",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",35,9.14,1
"6169",0,"2003 - B and B","ABCO",59.944,"Abies_concolor",55,5.18,1
"6170",0,"2007 - Grapple","ABCO",35.56,"Abies_concolor",95,0.91,0
"6171",0,"2003 - B and B","ABCO",42.672,"Abies_concolor",70,3.66,1
"6172",0,"2003 - B and B","ABCO",67.564,"Abies_concolor",25,4.57,0
"6173",0,"2003 - Davis Lake","ABCO",45.974,"Abies_concolor",55,3.35,0
"6174",0,"2003 - B and B","ABCO",52.07,"Abies_concolor",60,8.53,1
"6175",0,"2003 - Davis Lake","ABCO",28.194,"Abies_concolor",85,4.27,0
"6176",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",40,3.05,0
"6177",0,"2003 - Davis Lake","ABCO",69.088,"Abies_concolor",65,8.84,0
"6178",0,"2003 - B and B","ABCO",42.164,"Abies_concolor",15,8.23,1
"6179",1,"2003 - B and B","ABCO",38.1,"Abies_concolor",100,3.05,0
"6180",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",75,4.57,1
"6181",1,"2002 - Biscuit","ABCO",30.48,"Abies_concolor",92,7.62,0
"6182",0,"2003 - B and B","ABCO",37.338,"Abies_concolor",5,3.35,0
"6183",0,"2002 - Biscuit","ABCO",40.64,"Abies_concolor",25,9.14,1
"6184",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",80,1.83,0
"6185",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,1.22,0
"6186",0,"2006 - Shake Table","ABCO",60.96,"Abies_concolor",15,4.57,1
"6187",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",15,0.3,0
"6188",0,"2006 - Shake Table","ABCO",20.32,"Abies_concolor",60,0,0
"6189",0,"2002 - Apple","ABCO",35.56,"Abies_concolor",33,2.74,1
"6190",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",5,0.61,0
"6191",0,"2006 - Shake Table","ABCO",50.8,"Abies_concolor",60,3.05,0
"6192",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",15,1.83,0
"6193",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",45,0.3,0
"6194",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",50,8.23,0
"6195",0,"2006 - Shake Table","ABCO",73.66,"Abies_concolor",0,0,0
"6196",0,"2006 - Shake Table","ABCO",96.52,"Abies_concolor",75,4.57,1
"6197",0,"2002 - Apple","ABCO",55.88,"Abies_concolor",38,1.52,0
"6198",0,"2003 - B and B","ABCO",46.228,"Abies_concolor",70,0.3,0
"6199",1,"2003 - B and B","ABCO",32.512,"Abies_concolor",100,3.35,0
"6200",0,"2002 - Tiller","ABCO",49.022,"Abies_concolor",11,3.66,1
"6201",0,"2002 - Biscuit","ABCO",30.48,"Abies_concolor",80,4.27,0
"6202",0,"2003 - B and B","ABCO",54.356,"Abies_concolor",60,3.35,0
"6203",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",0,0.3,0
"6204",0,"2003 - B and B","ABCO",27.94,"Abies_concolor",55,3.05,0
"6205",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",40,3.66,0
"6206",0,"2003 - B and B","ABCO",63.754,"Abies_concolor",80,1.83,1
"6207",0,"2003 - B and B","ABCO",65.024,"Abies_concolor",1,1.83,0
"6208",0,"2003 - B and B","ABCO",52.07,"Abies_concolor",10,4.88,1
"6209",1,"2002 - Apple","ABCO",40.64,"Abies_concolor",12,5.79,1
"6210",0,"2003 - B and B","ABCO",29.464,"Abies_concolor",5,1.52,0
"6211",0,"2003 - B and B","ABCO",53.594,"Abies_concolor",40,10.06,1
"6212",0,"2003 - B and B","ABCO",55.88,"Abies_concolor",5,2.13,1
"6213",1,"2002 - Apple","ABCO",38.1,"Abies_concolor",10,5.49,1
"6214",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",10,3.05,1
"6215",0,"2006 - Shake Table","ABCO",88.9,"Abies_concolor",5,0.3,0
"6216",0,"2003 - Davis Lake","ABCO",32.258,"Abies_concolor",45,4.88,0
"6217",0,"2006 - Shake Table","ABCO",22.86,"Abies_concolor",5,0.61,0
"6218",0,"2003 - B and B","ABCO",88.138,"Abies_concolor",20,3.35,1
"6219",0,"2006 - Shake Table","ABCO",53.34,"Abies_concolor",5,0.3,1
"6220",0,"2003 - B and B","ABCO",52.07,"Abies_concolor",90,5.18,0
"6221",0,"2006 - Shake Table","ABCO",40.64,"Abies_concolor",25,1.52,1
"6222",0,"2003 - B and B","ABCO",40.132,"Abies_concolor",40,4.57,0
"6223",0,"2006 - Shake Table","ABCO",55.88,"Abies_concolor",0,1.22,0
"6224",0,"2003 - B and B","ABCO",57.912,"Abies_concolor",85,5.18,1
"6225",0,"2006 - Shake Table","ABCO",81.28,"Abies_concolor",1,4.27,1
"6226",0,"2003 - B and B","ABCO",36.83,"Abies_concolor",0,1.83,1
"6227",0,"2003 - B and B","ABCO",42.418,"Abies_concolor",0,5.18,1
"6228",0,"2006 - Shake Table","ABCO",20.32,"Abies_concolor",30,1.83,1
"6229",0,"2003 - Davis Lake","ABCO",29.972,"Abies_concolor",50,3.66,1
"6230",0,"2003 - Davis Lake","ABCO",51.054,"Abies_concolor",95,5.49,0
"6231",0,"2006 - Shake Table","ABCO",66.04,"Abies_concolor",60,0.61,0
"6232",0,"2003 - B and B","ABCO",56.896,"Abies_concolor",60,6.4,0
"6233",0,"2006 - Shake Table","ABCO",33.02,"Abies_concolor",40,6.1,0
"6234",0,"2003 - B and B","ABCO",75.946,"Abies_concolor",40,10.97,0
"6235",0,"2003 - B and B","ABCO",66.294,"Abies_concolor",30,5.79,1
"6236",0,"2003 - B and B","ABCO",41.148,"Abies_concolor",75,3.96,0
"6237",0,"2006 - Shake Table","ABCO",25.4,"Abies_concolor",5,0.61,0
"6238",0,"2003 - B and B","ABCO",53.848,"Abies_concolor",25,1.22,1
"6240",0,"2006 - Shake Table","ABCO",83.82,"Abies_concolor",10,1.22,0
"6241",0,"2003 - B and B","ABCO",66.548,"Abies_concolor",5,8.53,1
"6242",0,"2006 - Shake Table","ABCO",33.02,"Abies_concolor",50,1.83,0
"6243",0,"2002 - Apple","ABCO",60.96,"Abies_concolor",0,2.74,0
"6244",0,"2003 - B and B","ABCO",85.852,"Abies_concolor",0,5.49,1
"6245",0,"2006 - Shake Table","ABCO",81.28,"Abies_concolor",0,0.3,0
"6246",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",10,4.57,1
"6247",0,"2006 - Shake Table","ABCO",40.64,"Abies_concolor",75,6.1,0
"6248",0,"2003 - B and B","ABCO",45.72,"Abies_concolor",20,4.57,0
"6249",0,"2003 - B and B","ABCO",86.36,"Abies_concolor",10,0,0
"6250",0,"2003 - Davis Lake","ABCO",70.866,"Abies_concolor",10,2.13,1
"6251",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",35,4.57,0
"6252",0,"2006 - Shake Table","ABCO",40.64,"Abies_concolor",5,0.91,0
"6253",0,"2006 - Shake Table","ABCO",55.88,"Abies_concolor",40,3.35,0
"6254",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",70,18.29,1
"6255",0,"2006 - Shake Table","ABCO",76.2,"Abies_concolor",0,0.3,0
"6256",0,"2003 - B and B","ABCO",47.752,"Abies_concolor",25,5.79,1
"6257",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",30,1.52,0
"6258",0,"2006 - Shake Table","ABCO",20.32,"Abies_concolor",30,0.91,0
"6259",0,"2003 - B and B","ABCO",42.672,"Abies_concolor",0,6.4,1
"6260",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",5,0.91,1
"6261",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,0.3,0
"6262",0,"2006 - Shake Table","ABCO",20.32,"Abies_concolor",30,0.3,0
"6263",1,"2002 - Tiller","ABCO",21.59,"Abies_concolor",20,3.05,0
"6264",0,"2003 - B and B","ABCO",40.894,"Abies_concolor",20,1.22,0
"6265",0,"2006 - Shake Table","ABCO",73.66,"Abies_concolor",0,0.3,0
"6266",0,"2003 - B and B","ABCO",38.608,"Abies_concolor",30,6.1,0
"6267",0,"2003 - B and B","ABCO",53.086,"Abies_concolor",95,1.22,1
"6268",0,"2003 - B and B","ABCO",83.566,"Abies_concolor",65,3.35,1
"6269",0,"2003 - Davis Lake","ABCO",29.972,"Abies_concolor",40,5.79,1
"6270",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",0,3.66,0
"6271",0,"2003 - B and B","ABCO",74.93,"Abies_concolor",5,0,0
"6272",0,"2003 - B and B","ABCO",54.102,"Abies_concolor",30,3.66,1
"6273",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",30,0.3,0
"6274",0,"2003 - B and B","ABCO",57.658,"Abies_concolor",0,0.15,0
"6275",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",40,3.05,0
"6276",0,"2002 - Tiller","ABCO",50.038,"Abies_concolor",0,2.13,1
"6277",0,"2003 - B and B","ABCO",41.148,"Abies_concolor",1,3.05,0
"6278",0,"2003 - B and B","ABCO",40.894,"Abies_concolor",80,8.53,0
"6279",0,"2006 - Shake Table","ABCO",86.36,"Abies_concolor",80,12.8,1
"6280",0,"2002 - Biscuit","ABCO",35.56,"Abies_concolor",10,0.3,0
"6281",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",65,3.35,0
"6282",0,"2003 - B and B","ABCO",38.1,"Abies_concolor",15,3.05,0
"6283",0,"2006 - Shake Table","ABCO",66.04,"Abies_concolor",0,4.57,0
"6284",1,"2002 - Biscuit","ABCO",22.86,"Abies_concolor",86,6.1,0
"6285",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",0,1.52,0
"6286",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",0,0.91,0
"6287",0,"2006 - Shake Table","ABCO",48.26,"Abies_concolor",0,0.91,0
"6288",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",5,5.18,0
"6289",0,"2003 - B and B","ABCO",51.054,"Abies_concolor",5,5.18,0
"6290",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",40,11.89,1
"6291",0,"2003 - B and B","ABCO",46.228,"Abies_concolor",0,3.66,0
"6292",0,"2003 - B and B","ABCO",67.564,"Abies_concolor",75,9.14,1
"6293",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",45,5.79,1
"6294",0,"2006 - Shake Table","ABCO",106.68,"Abies_concolor",0,0.61,0
"6295",0,"2003 - B and B","ABCO",40.132,"Abies_concolor",20,4.57,1
"6296",0,"2006 - Shake Table","ABCO",101.6,"Abies_concolor",5,1.83,0
"6297",0,"2003 - B and B","ABCO",36.576,"Abies_concolor",25,2.44,1
"6298",0,"2003 - B and B","ABCO",50.546,"Abies_concolor",20,1.52,1
"6299",0,"2003 - Davis Lake","ABCO",56.642,"Abies_concolor",60,4.27,0
"6300",0,"2003 - B and B","ABCO",26.416,"Abies_concolor",15,1.52,0
"6301",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",1,6.1,0
"6302",0,"2003 - B and B","ABCO",50.8,"Abies_concolor",95,10.06,1
"6303",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",25,5.49,1
"6304",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",40,3.96,0
"6305",0,"2006 - Shake Table","ABCO",78.74,"Abies_concolor",0,0.3,0
"6306",0,"2003 - Davis Lake","ABCO",59.182,"Abies_concolor",75,5.79,0
"6307",0,"2006 - Shake Table","ABCO",25.4,"Abies_concolor",25,2.44,0
"6308",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",0,0.3,0
"6309",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",50,1.22,0
"6310",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",0,0.3,0
"6311",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",20,0,0
"6312",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",2,6.71,0
"6313",0,"2006 - Shake Table","ABCO",81.28,"Abies_concolor",35,4.57,0
"6314",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",0,0.3,0
"6315",0,"2007 - Grapple","ABCO",40.64,"Abies_concolor",75,0.91,0
"6316",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",5,1.52,0
"6317",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",45,1.52,0
"6318",0,"2006 - Shake Table","ABCO",33.02,"Abies_concolor",5,0.3,0
"6319",0,"2002 - Biscuit","ABCO",40.64,"Abies_concolor",12,1.22,0
"6320",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",70,2.74,1
"6321",0,"2003 - B and B","ABCO",104.902,"Abies_concolor",1,0,0
"6322",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",40,9.75,0
"6323",0,"2003 - B and B","ABCO",39.37,"Abies_concolor",45,0.3,1
"6324",0,"2006 - Shake Table","ABCO",40.64,"Abies_concolor",0,0.3,0
"6325",0,"2003 - B and B","ABCO",48.514,"Abies_concolor",0,3.05,0
"6326",0,"2003 - B and B","ABCO",27.686,"Abies_concolor",10,0.3,0
"6327",0,"2006 - Shake Table","ABCO",48.26,"Abies_concolor",0,0.61,0
"6328",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",19,0.3,0
"6329",0,"2003 - B and B","ABCO",64.262,"Abies_concolor",5,3.96,1
"6330",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",20,0,0
"6331",0,"2003 - B and B","ABCO",27.432,"Abies_concolor",40,3.66,0
"6332",0,"2006 - Shake Table","ABCO",78.74,"Abies_concolor",0,8.53,0
"6333",0,"2006 - Shake Table","ABCO",78.74,"Abies_concolor",5,5.18,0
"6334",0,"2002 - Biscuit","ABCO",38.1,"Abies_concolor",0,0,0
"6335",0,"2006 - Shake Table","ABCO",27.94,"Abies_concolor",60,0,0
"6336",0,"2003 - B and B","ABCO",46.482,"Abies_concolor",0,0.3,0
"6338",0,"2006 - Shake Table","ABCO",40.64,"Abies_concolor",40,5.79,0
"6339",1,"2002 - Apple","ABCO",40.64,"Abies_concolor",14,10.06,1
"6340",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",5,0.3,0
"6341",0,"2003 - B and B","ABCO",42.926,"Abies_concolor",15,2.74,1
"6342",0,"2006 - Shake Table","ABCO",55.88,"Abies_concolor",5,0.61,0
"6343",0,"2006 - Shake Table","ABCO",60.96,"Abies_concolor",10,1.52,0
"6344",0,"2006 - Shake Table","ABCO",101.6,"Abies_concolor",5,3.35,0
"6345",0,"2006 - Shake Table","ABCO",48.26,"Abies_concolor",50,3.05,1
"6346",0,"2006 - Shake Table","ABCO",63.5,"Abies_concolor",0,1.83,0
"6347",0,"2003 - Davis Lake","ABCO",38.862,"Abies_concolor",60,5.79,0
"6348",0,"2003 - B and B","ABCO",51.308,"Abies_concolor",20,7.01,0
"6349",0,"2006 - Shake Table","ABCO",96.52,"Abies_concolor",30,0,0
"6350",0,"2002 - Biscuit","ABCO",68.58,"Abies_concolor",0,2.44,1
"6351",0,"2002 - Biscuit","ABCO",60.96,"Abies_concolor",0,4.57,1
"6352",0,"2003 - B and B","ABCO",33.274,"Abies_concolor",65,2.74,0
"6353",0,"2003 - B and B","ABCO",49.784,"Abies_concolor",95,2.74,1
"6354",0,"2003 - B and B","ABCO",50.292,"Abies_concolor",5,1.52,0
"6355",0,"2006 - Shake Table","ABCO",101.6,"Abies_concolor",98,4.27,1
"6357",0,"2006 - Shake Table","ABCO",93.98,"Abies_concolor",0,0.3,0
"6359",0,"2007 - Grapple","ABCO",38.1,"Abies_concolor",0,2.74,0
"6360",0,"2006 - Shake Table","ABCO",50.8,"Abies_concolor",10,7.62,1
"6361",0,"2003 - Davis Lake","ABCO",46.228,"Abies_concolor",45,5.79,0
"6362",0,"2003 - B and B","ABCO",63.754,"Abies_concolor",20,2.44,0
"6363",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",25,3.05,1
"6364",0,"2002 - Biscuit","ABCO",25.4,"Abies_concolor",9,3.66,0
"6365",0,"2003 - B and B","ABCO",55.88,"Abies_concolor",40,0.61,0
"6366",0,"2003 - B and B","ABCO",26.416,"Abies_concolor",35,0.91,1
"6367",0,"2002 - Biscuit","ABCO",27.94,"Abies_concolor",78,1.52,1
"6368",0,"2006 - Shake Table","ABCO",86.36,"Abies_concolor",0,8.23,1
"6369",0,"2002 - Tiller","ABCO",62.992,"Abies_concolor",0,0.3,0
"6370",0,"2006 - Shake Table","ABCO",35.56,"Abies_concolor",0,2.13,1
"6371",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",0,0.3,0
"6372",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",5,0.91,1
"6373",0,"2003 - B and B","ABCO",56.134,"Abies_concolor",20,6.71,1
"6374",0,"2003 - B and B","ABCO",54.864,"Abies_concolor",85,7.62,1
"6375",0,"2002 - Apple","ABCO",35.56,"Abies_concolor",58,0.91,0
"6376",0,"2006 - Shake Table","ABCO",33.02,"Abies_concolor",0,0.3,0
"6377",0,"2003 - B and B","ABCO",43.688,"Abies_concolor",90,1.52,0
"6378",0,"2003 - B and B","ABCO",90.17,"Abies_concolor",5,6.71,1
"6379",0,"2003 - B and B","ABCO",41.148,"Abies_concolor",90,2.13,1
"6380",0,"2006 - Shake Table","ABCO",86.36,"Abies_concolor",0,3.66,0
"6381",0,"2006 - Shake Table","ABCO",48.26,"Abies_concolor",60,5.49,0
"6382",0,"2006 - Shake Table","ABCO",58.42,"Abies_concolor",0,2.44,1
"6383",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",40,5.49,0
"6384",0,"2003 - B and B","ABCO",37.846,"Abies_concolor",5,0,0
"6385",0,"2003 - B and B","ABCO",28.194,"Abies_concolor",100,0.3,0
"6386",0,"2002 - Biscuit","ABCO",27.94,"Abies_concolor",41,3.35,0
"6387",0,"2003 - B and B","ABCO",64.516,"Abies_concolor",40,4.27,1
"6388",0,"2003 - B and B","ABCO",35.052,"Abies_concolor",70,2.13,0
"6389",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",20,3.66,0
"6390",0,"2003 - B and B","ABCO",57.912,"Abies_concolor",70,2.74,0
"6391",1,"2002 - Apple","ABCO",30.48,"Abies_concolor",19,3.66,1
"6392",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",0,0.91,1
"6393",0,"2006 - Shake Table","ABCO",99.06,"Abies_concolor",0,3.96,0
"6394",0,"2003 - Davis Lake","ABCO",38.608,"Abies_concolor",10,7.32,0
"6395",0,"2006 - Shake Table","ABCO",25.4,"Abies_concolor",50,0.3,1
"6396",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",60,2.44,0
"6397",0,"2003 - B and B","ABCO",36.576,"Abies_concolor",5,1.83,1
"6398",0,"2003 - B and B","ABCO",42.418,"Abies_concolor",10,4.88,0
"6399",0,"2006 - Shake Table","ABCO",71.12,"Abies_concolor",45,12.19,0
"6400",0,"2006 - Shake Table","ABCO",45.72,"Abies_concolor",20,8.53,0
"6401",0,"2007 - Grapple","ABCO",38.1,"Abies_concolor",0,3.05,0
"6402",0,"2006 - Shake Table","ABCO",86.36,"Abies_concolor",5,6.71,0
"6403",0,"2003 - Davis Lake","ABCO",50.546,"Abies_concolor",45,1.83,0
"6404",0,"2003 - B and B","ABCO",44.196,"Abies_concolor",15,4.27,1
"6405",1,"2002 - Biscuit","ABCO",12.7,"Abies_concolor",90,1.83,0
"6406",0,"2003 - B and B","ABCO",88.138,"Abies_concolor",0,0.3,0
"6407",0,"2006 - Shake Table","ABCO",68.58,"Abies_concolor",0,0.3,0
"6408",1,"2003 - B and B","ABCO",32.766,"Abies_concolor",100,0.61,0
"6409",0,"2003 - B and B","ABCO",61.468,"Abies_concolor",5,0.3,0
"6410",0,"2003 - B and B","ABCO",51.816,"Abies_concolor",35,1.22,0
"6411",1,"2002 - Apple","ABCO",15.24,"Abies_concolor",57,0.61,0
"6412",0,"2002 - Biscuit","ABCO",15.24,"Abies_concolor",33,0.15,0
"6413",0,"2006 - Shake Table","ABCO",66.04,"Abies_concolor",25,0.3,1
"6414",0,"2003 - B and B","ABCO",68.072,"Abies_concolor",40,3.96,0
"6415",0,"2003 - B and B","ABCO",52.07,"Abies_concolor",50,4.27,1
"6416",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",1,0.3,0
"6417",0,"2006 - Shake Table","ABCO",81.28,"Abies_concolor",0,0.3,1
"6418",0,"2006 - Shake Table","ABCO",38.1,"Abies_concolor",1,0.91,0
"6419",0,"2003 - B and B","ABCO",36.322,"Abies_concolor",65,4.27,1
"6420",0,"2003 - B and B","ABCO",39.37,"Abies_concolor",0,0.61,0
"6421",0,"2003 - B and B","ABCO",50.038,"Abies_concolor",20,6.4,1
"6422",0,"2003 - B and B","ABCO",44.45,"Abies_concolor",99,1.83,0
"6423",0,"2006 - Shake Table","ABCO",86.36,"Abies_concolor",10,2.74,0
"6424",0,"2003 - Davis Lake","ABCO",53.086,"Abies_concolor",55,5.49,1
"6425",0,"2006 - Shake Table","ABCO",22.86,"Abies_concolor",10,4.88,0
"6426",0,"2006 - Shake Table","ABCO",99.06,"Abies_concolor",0,3.05,1
"6427",0,"2002 - Biscuit","ABCO",45.72,"Abies_concolor",17,9.14,1
"6428",0,"2007 - Grapple","ABCO",27.94,"Abies_concolor",0,0.3,0
"6429",0,"2006 - Shake Table","ABCO",30.48,"Abies_concolor",97,3.96,0
"6430",0,"2003 - B and B","ABCO",51.816,"Abies_concolor",5,2.13,1
"6431",0,"2003 - B and B","ABCO",42.164,"Abies_concolor",1,0.91,1
"6432",0,"2006 - Shake Table","ABCO",22.86,"Abies_concolor",30,3.96,0
"6433",0,"2003 - Davis Lake","ABCO",59.436,"Abies_concolor",55,6.71,1
"6434",0,"2003 - B and B","ABCO",22.098,"Abies_concolor",40,0,0
"6435",0,"2007 - Grapple","ABCO",40.64,"Abies_concolor",0,3.66,0
"6436",0,"2003 - Davis Lake","ABCO",48.768,"Abies_concolor",80,4.57,0
"6437",0,"2003 - B and B","ABCO",40.386,"Abies_concolor",85,1.22,1
"6438",0,"2003 - B and B","ABCO",43.688,"Abies_concolor",85,0.3,1
"6439",0,"2003 - B and B","ABCO",51.054,"Abies_concolor",1,3.96,1
"6440",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",0,2.13,0
"6441",0,"2006 - Shake Table","ABCO",43.18,"Abies_concolor",10,6.71,0
"6442",0,"2003 - B and B","ABCO",108.712,"Abies_concolor",25,2.13,0
"6443",0,"2003 - B and B","ABCO",41.148,"Abies_concolor",80,3.35,0
"6444",0,"2002 - Apple","ABCO",96.52,"Abies_concolor",0,0,0
"6445",0,"2006 - Shake Table","ABCO",96.52,"Abies_concolor",5,11.89,1
"6446",0,"2003 - B and B","ABCO",54.356,"Abies_concolor",60,5.18,1
"6447",0,"2006 - Shake Table","ABCO",83.82,"Abies_concolor",70,3.35,1
